lemma,lemma_normalized,pos,gloss,example,example_english,source_url,source_name,flags
bangkay,bangkay,noun,cadaver; corpse; remains,,,https://en.wiktionary.org/wiki/bangkay,wiktionary,
bangkil,bangkil,noun,(zoology) fang,,,https://en.wiktionary.org/wiki/bangkil,wiktionary,
bangko,bangko,noun,bank,,,https://en.wiktionary.org/wiki/bangko,wiktionary,
banglid,banglid,noun,"elevation, hill",,,https://en.wiktionary.org/wiki/banglid,wiktionary,
bangon,bangon,noun,to get up,,,https://en.wiktionary.org/wiki/bangon,wiktionary,
bapor,bapor,noun,"any craft designed for transportation on water, such as a ship or boat",,,https://en.wiktionary.org/wiki/bapor,wiktionary,
baraha,baraha,noun,playing card,,,https://en.wiktionary.org/wiki/baraha,wiktionary,
barahan,barahan,noun,yardstick,,,https://en.wiktionary.org/wiki/barahan,wiktionary,
barandilya,barandilya,noun,"rail, railing",,,https://en.wiktionary.org/wiki/barandilya,wiktionary,
barangay,barangay,noun,"The smallest local government unit in the Philippines, a subdivision of a city or municipality.",,,https://en.wiktionary.org/wiki/barangay,wiktionary,
barbero,barbero,noun,barber; hairdresser,,,https://en.wiktionary.org/wiki/barbero,wiktionary,
barina,barina,noun,"awl, drill",,,https://en.wiktionary.org/wiki/barina,wiktionary,
bario,bario,noun,barium,,,https://en.wiktionary.org/wiki/bario,wiktionary,
barnis,barnis,noun,lacquer; varnish,,,https://en.wiktionary.org/wiki/barnis,wiktionary,
barong,barong,noun,"A cutting weapon similar to a cleaver, with a thick back and thin razor-like edge, used by the Moros of the Philippines.",,,https://en.wiktionary.org/wiki/barong,wiktionary,
baroto,baroto,noun,"(Philippines, nautical) A small dugout canoe boat from the Philippines, which normally lacks outriggers and is usually used in calm waters.",,,https://en.wiktionary.org/wiki/baroto,wiktionary,
barukan,barukan,noun,(anatomy) bladder,,,https://en.wiktionary.org/wiki/barukan,wiktionary,
basi,basi,noun,stale,,,https://en.wiktionary.org/wiki/basi,wiktionary,
basin,basin,noun,"A wide bowl for washing, sometimes affixed to a wall. c. 1590–1592 (date written), William Shakespeare, “The Taming of the Shrew”, in Mr. William Shakespeares Comedies, Histories, & Tragedies […] (First Folio), London: […] Isaac Iaggard, and Ed[ward] Blount, published 1623, →OCLC, [Act II, scene i]:First, as you know, my house within the cityIs richly furnished with plate and gold,Basins and ewers to lave her dainty hands;",,,https://en.wiktionary.org/wiki/basin,wiktionary,
baskug,baskug,noun,loudness (of noise),,,https://en.wiktionary.org/wiki/baskug,wiktionary,
baso,baso,noun,(slang) Abbreviation of basically. i mean yeah it's baso the same tbh,,,https://en.wiktionary.org/wiki/baso,wiktionary,
basol,basol,noun,blame; reproach,,,https://en.wiktionary.org/wiki/basol,wiktionary,
baston,baston,noun,(heraldry) Obsolete form of baton.,,,https://en.wiktionary.org/wiki/baston,wiktionary,
baston ni San Hose,baston ni san hose,noun,hollyhock,,,https://en.wiktionary.org/wiki/baston_ni_San_Hose,wiktionary,
basura,basura,noun,garbage; waste; rubbish; trash,,,https://en.wiktionary.org/wiki/basura,wiktionary,
bata,bata,noun,"A ceremonial double-headed drum played in triplet in the religion of santería, especially in Cuba and Puerto Rico, originally from the Yoruba of Nigeria. 1990 October 28, Paul Simon, “The Rhythm of the Saints”, in The Coast, Warner Bros.:Two guitars, bata, bass drum and tambourine.",,,https://en.wiktionary.org/wiki/bata,wiktionary,
batad,batad,noun,sorghum,,,https://en.wiktionary.org/wiki/batad,wiktionary,
batakan,batakan,noun,measuring rod; ruler,,,https://en.wiktionary.org/wiki/batakan,wiktionary,
batasan,batasan,noun,manners; etiquette,,,https://en.wiktionary.org/wiki/batasan,wiktionary,
bati-bati,bati-bati,noun,"diminutive of batî; gossip, hearsay, rumor",,,https://en.wiktionary.org/wiki/bati-bati,wiktionary,
batidor,batidor,noun,whisk,,,https://en.wiktionary.org/wiki/batidor,wiktionary,
batiis,batiis,noun,(anatomy) leg,,,https://en.wiktionary.org/wiki/batiis,wiktionary,
batiya,batiya,noun,wood-carved basin; washbowl,,,https://en.wiktionary.org/wiki/batiya,wiktionary,
bato,bato,noun,stone,,,https://en.wiktionary.org/wiki/bato,wiktionary,
batobalani,batobalani,noun,a lodestone,,,https://en.wiktionary.org/wiki/batobalani,wiktionary,
batobato,batobato,noun,the blue sea chub (Kyphosus cinerascens),,,https://en.wiktionary.org/wiki/batobato,wiktionary,
batog,batog,noun,(historical) A rod or cane used for corporal punishment in Russia.,,,https://en.wiktionary.org/wiki/batog,wiktionary,
batok,batok,noun,bark (loud utterance by a dog),,,https://en.wiktionary.org/wiki/batok,wiktionary,
batongmaidlak,batongmaidlak,noun,diamond,,,https://en.wiktionary.org/wiki/batongmaidlak,wiktionary,
batota,batota,noun,singular future passive participle of bati,,,https://en.wiktionary.org/wiki/batota,wiktionary,
batungdaan,batungdaan,noun,"monument (literally, old stone)",,,https://en.wiktionary.org/wiki/batungdaan,wiktionary,
batuta,batuta,noun,baton (stick used by conductors),,,https://en.wiktionary.org/wiki/batuta,wiktionary,
bawod,bawod,noun,"(Metro Cebu, Bohol, Leyte) alternative form of balod (“wave”)",,,https://en.wiktionary.org/wiki/bawod,wiktionary,
bawod sang mga tudlo,bawod sang mga tudlo,noun,"wave (literally, bent fingers)",,,https://en.wiktionary.org/wiki/bawod_sang_mga_tudlo,wiktionary,
bay-ad,bay-ad,noun,(especially of a corpse) supine; lying on its back; reclined,,,https://en.wiktionary.org/wiki/bay-ad,wiktionary,
bayabas,bayabas,noun,guava (tree and fruit),,,https://en.wiktionary.org/wiki/bayabas,wiktionary,
bayad,bayad,noun,to pay,,,https://en.wiktionary.org/wiki/bayad,wiktionary,
bayaw,bayaw,noun,brother-in-law,,,https://en.wiktionary.org/wiki/bayaw,wiktionary,
baybay,baybay,noun,"sand, finely ground rock",,,https://en.wiktionary.org/wiki/baybay,wiktionary,
baybayon,baybayon,noun,beach; coast; shore,,,https://en.wiktionary.org/wiki/baybayon,wiktionary,
bayhon,bayhon,noun,"form, figure, shape",,,https://en.wiktionary.org/wiki/bayhon,wiktionary,
bayo,bayo,noun,(childish) a horse,,,https://en.wiktionary.org/wiki/bayo,wiktionary,
bayo-bayo,bayo-bayo,noun,pulse,,,https://en.wiktionary.org/wiki/bayo-bayo,wiktionary,
bayoon,bayoon,noun,"fabric, textile",,,https://en.wiktionary.org/wiki/bayoon,wiktionary,
beberon,beberon,noun,third-person plural preterite indicative of beber,,,https://en.wiktionary.org/wiki/beberon,wiktionary,
beka,beka,noun,"an ancient Biblical unit of weight, half a shekel",,,https://en.wiktionary.org/wiki/beka,wiktionary,
belada sa eskwelahan,belada sa eskwelahan,noun,commencement,,,https://en.wiktionary.org/wiki/belada_sa_eskwelahan,wiktionary,
belasyon,belasyon,noun,"vigil, wake",,,https://en.wiktionary.org/wiki/belasyon,wiktionary,
bendisyon,bendisyon,noun,"benediction, blessing",,,https://en.wiktionary.org/wiki/bendisyon,wiktionary,
bendita,bendita,noun,holy water,,,https://en.wiktionary.org/wiki/bendita,wiktionary,
bentana,bentana,noun,window,,,https://en.wiktionary.org/wiki/bentana,wiktionary,
berde,berde,noun,"A stringed instrument (chordophone) of Bosnian origin, a large guitar-shaped instrument that is played upright, using a plectrum.",,,https://en.wiktionary.org/wiki/berde,wiktionary,
berso,berso,noun,verse (a poetic form or composition),,,https://en.wiktionary.org/wiki/berso,wiktionary,
bibi,bibi,noun,(India) A grandmother.,,,https://en.wiktionary.org/wiki/bibi,wiktionary,
bibig,bibig,noun,(anatomy) lip,,,https://en.wiktionary.org/wiki/bibig,wiktionary,
bibingka,bibingka,noun,"A rice cake made using rice flour, sugar and coconut milk and wrapped in banana leaves. 2025 January 25, Michael Klein, “Long-awaited Filipino destination finally has an opening date”, in The Philadelphia Inquirer, volume 195, number 239, Philadelphia, Pa., →ISSN, →OCLC, page B9, columns 1 and 4:Nearly two years after starting work on their century-old building on Girard Avenue […] the lechon sisig bowls, ensaymada, and bibingka are expected to roll out of the kitchen starting Feb. 8. […] Besides house-made pastries such as calamansi doughnuts, ensaymada, bibingka, and ube handpies, breakfast options will include the Rich Tita with pork longganisa (a sausage similar to chorizo), egg, and Cooper sharp cheese; […]",,,https://en.wiktionary.org/wiki/bibingka,wiktionary,
bidyiw,bidyiw,noun,"harpoon, spear",,,https://en.wiktionary.org/wiki/bidyiw,wiktionary,
bigki,bigki,noun,edge; rim; bank (of a river),,,https://en.wiktionary.org/wiki/bigki,wiktionary,
bigote,bigote,noun,moustache (hair on upper lip),,,https://en.wiktionary.org/wiki/bigote,wiktionary,
bihag,bihag,noun,captive (one who has been captured),,,https://en.wiktionary.org/wiki/bihag,wiktionary,
bilad,bilad,noun,"(of a book) display, unfold, open",,,https://en.wiktionary.org/wiki/bilad,wiktionary,
bilanggoan,bilanggoan,noun,prison,,,https://en.wiktionary.org/wiki/bilanggoan,wiktionary,
bilas,bilas,noun,co-sibling-in-law,,,https://en.wiktionary.org/wiki/bilas,wiktionary,
bilat,bilat,noun,(informal) A bilateral meeting.,,,https://en.wiktionary.org/wiki/bilat,wiktionary,
bilin,bilin,noun,(biochemistry) Any of various biological pigments formed in many organisms as a metabolic product of certain porphyrins.,,,https://en.wiktionary.org/wiki/bilin,wiktionary,
biling,biling,noun,present participle and gerund of bile,,,https://en.wiktionary.org/wiki/biling,wiktionary,
bilog-bilog,bilog-bilog,noun,diminutive of bilóg,,,https://en.wiktionary.org/wiki/bilog-bilog,wiktionary,
bilogon,bilogon,noun,a cane or cudgel,,,https://en.wiktionary.org/wiki/bilogon,wiktionary,
bilugon,bilugon,noun,alternative spelling of bilogón,,,https://en.wiktionary.org/wiki/bilugon,wiktionary,
binabaye,binabaye,noun,a rooster with hen feathering,,,https://en.wiktionary.org/wiki/binabaye,wiktionary,
binangon,binangon,noun,to rise,,,https://en.wiktionary.org/wiki/binangon,wiktionary,
binhi,binhi,noun,seed,,,https://en.wiktionary.org/wiki/binhi,wiktionary,
binilanggo,binilanggo,noun,prisoner; inmate; convict,,,https://en.wiktionary.org/wiki/binilanggo,wiktionary,
bino,bino,noun,(physics) The superpartner of the gauge boson corresponding to weak hypercharge. The W and Z bosons are electroweakinos: winos and binos.,,,https://en.wiktionary.org/wiki/bino,wiktionary,
binudngan,binudngan,noun,"a handspun cloth, fabric, or textile",,,https://en.wiktionary.org/wiki/binudngan,wiktionary,
binuhatan,binuhatan,noun,"work, deed",,,https://en.wiktionary.org/wiki/binuhatan,wiktionary,
bioleta,bioleta,noun,violet (color),,,https://en.wiktionary.org/wiki/bioleta,wiktionary,
bisan diin,bisan diin,noun,"everywhere, somewhere, wherever",,,https://en.wiktionary.org/wiki/bisan_diin,wiktionary,
bisan sin-o,bisan sin-o,noun,"anybody, whoever",,,https://en.wiktionary.org/wiki/bisan_sin-o,wiktionary,
bisikleta,bisikleta,noun,bicycle,,,https://en.wiktionary.org/wiki/bisikleta,wiktionary,
bisita,bisita,noun,visit,,,https://en.wiktionary.org/wiki/bisita,wiktionary,
biskwit,biskwit,noun,alternative form of biskuwit,,,https://en.wiktionary.org/wiki/biskwit,wiktionary,
bisyo,bisyo,noun,"bad, wicked, naughty, disobedient",,,https://en.wiktionary.org/wiki/bisyo,wiktionary,
bitas,bitas,noun,to rip; to tear apart,,,https://en.wiktionary.org/wiki/bitas,wiktionary,
bitik,bitik,noun,flea,,,https://en.wiktionary.org/wiki/bitik,wiktionary,
bitin,bitin,noun,"a snake; a legless reptile of the sub-order Serpentes with a long, thin body and a fork-shaped tongue",,,https://en.wiktionary.org/wiki/bitin,wiktionary,
bitok,bitok,noun,"any of the parasitic hookworms, roundworms, tapeworms and whipworms in humans and animals",,,https://en.wiktionary.org/wiki/bitok,wiktionary,
bitoon,bitoon,noun,misspelling of bituon,,,https://en.wiktionary.org/wiki/bitoon,wiktionary,
Biyernes,biyernes,noun,Friday,,,https://en.wiktionary.org/wiki/Biyernes,wiktionary,
bobo,bobo,noun,A materialistic person who affects an anti-materialistic persona.,,,https://en.wiktionary.org/wiki/bobo,wiktionary,
bodega,bodega,noun,"A storehouse for maturing wine, a winery.",,,https://en.wiktionary.org/wiki/bodega,wiktionary,
bohawi,bohawi,noun,"cyclone, whirlwind",,,https://en.wiktionary.org/wiki/bohawi,wiktionary,
bohok,bohok,noun,hair,,,https://en.wiktionary.org/wiki/bohok,wiktionary,
bokabularyo,bokabularyo,noun,vocabulary,,,https://en.wiktionary.org/wiki/bokabularyo,wiktionary,
bokbok,bokbok,noun,a type of boring insect,,,https://en.wiktionary.org/wiki/bokbok,wiktionary,
boko-boko,boko-boko,noun,ankle,,,https://en.wiktionary.org/wiki/boko-boko,wiktionary,
bokol,bokol,noun,plural of bakál,,,https://en.wiktionary.org/wiki/bokol,wiktionary,
bola,bola,noun,A throwing weapon made of weights on the ends of a cord.,,,https://en.wiktionary.org/wiki/bola,wiktionary,
bolkan,bolkan,noun,volcano,,,https://en.wiktionary.org/wiki/bolkan,wiktionary,
botones,botones,noun,plural of botón,,,https://en.wiktionary.org/wiki/botones,wiktionary,
budhi,budhi,noun,to betray,,,https://en.wiktionary.org/wiki/budhi,wiktionary,
budiong,budiong,noun,trumpet; horn,,,https://en.wiktionary.org/wiki/budiong,wiktionary,
budyong,budyong,noun,a marine gastropod of the family Strombidae which lives in its own spiral shell,,,https://en.wiktionary.org/wiki/budyong,wiktionary,
bug-at,bug-at,noun,heavy Antonym: gaan,,,https://en.wiktionary.org/wiki/bug-at,wiktionary,
bugas,bugas,noun,"milled rice, white rice",,,https://en.wiktionary.org/wiki/bugas,wiktionary,
bugay,bugay,noun,to give,,,https://en.wiktionary.org/wiki/bugay,wiktionary,
bugkos,bugkos,noun,"bundle, parcel",,,https://en.wiktionary.org/wiki/bugkos,wiktionary,
bugsay,bugsay,noun,"oar, paddle",,,https://en.wiktionary.org/wiki/bugsay,wiktionary,
buhaha,buhaha,noun,"heedless, lavish, prodigal, wasteful",,,https://en.wiktionary.org/wiki/buhaha,wiktionary,
buhat,buhat,noun,raise; lift; act of picking up something heavy,,,https://en.wiktionary.org/wiki/buhat,wiktionary,
buhin,buhin,noun,subtraction,,,https://en.wiktionary.org/wiki/buhin,wiktionary,
buhis,buhis,noun,alternative form of buwis,,,https://en.wiktionary.org/wiki/buhis,wiktionary,
buho,buho,noun,"crevice, hole, opening, perforation, pit, vent",,,https://en.wiktionary.org/wiki/buho,wiktionary,
buho-buho,buho-buho,noun,"diminutive of búhò: a small hole, perforation, or pore",,,https://en.wiktionary.org/wiki/buho-buho,wiktionary,
buhok,buhok,noun,hair (on head),,,https://en.wiktionary.org/wiki/buhok,wiktionary,
bukad,bukad,noun,to expand,,,https://en.wiktionary.org/wiki/bukad,wiktionary,
bukal,bukal,noun,spring (body of water),,,https://en.wiktionary.org/wiki/bukal,wiktionary,
bukana,bukana,noun,mouth (of a river),,,https://en.wiktionary.org/wiki/bukana,wiktionary,
bukaw,bukaw,noun,"the Philippine hawk-owl; a species complex of owls, in the family Strigidae, endemic to the Philippines",,,https://en.wiktionary.org/wiki/bukaw,wiktionary,
bukid,bukid,noun,mountain,,,https://en.wiktionary.org/wiki/bukid,wiktionary,
bukidnon,bukidnon,noun,rural,,,https://en.wiktionary.org/wiki/bukidnon,wiktionary,
bulador,bulador,noun,kite,,,https://en.wiktionary.org/wiki/bulador,wiktionary,
bulak,bulak,noun,An Indian nose ring usually worn by married women.,,,https://en.wiktionary.org/wiki/bulak,wiktionary,
bulak-bulak,bulak-bulak,noun,diminutive of búlak,,,https://en.wiktionary.org/wiki/bulak-bulak,wiktionary,
bulakbol,bulakbol,noun,truancy,,,https://en.wiktionary.org/wiki/bulakbol,wiktionary,
bulalakaw,bulalakaw,noun,"(astronomy) meteorite, shooting star",,,https://en.wiktionary.org/wiki/bulalakaw,wiktionary,
bulan,bulan,noun,moon,,,https://en.wiktionary.org/wiki/bulan,wiktionary,
bulang,bulang,noun,cockfight,,,https://en.wiktionary.org/wiki/bulang,wiktionary,
bulangan,bulangan,noun,cockpit (enclosure for cockfights),,,https://en.wiktionary.org/wiki/bulangan,wiktionary,
bulawan,bulawan,noun,gold (element),,,https://en.wiktionary.org/wiki/bulawan,wiktionary,
bulawanon,bulawanon,noun,"made of, or relating to, gold",,,https://en.wiktionary.org/wiki/bulawanon,wiktionary,
bulbul,bulbul,noun,"Any of several passerine songbirds, of the family Pycnonotidae (currently, 27 genera recognized), native to Africa and Eurasia.",,,https://en.wiktionary.org/wiki/bulbul,wiktionary,
buli,buli,noun,(botany) fluttering elm (Ulmus laevis),,,https://en.wiktionary.org/wiki/buli,wiktionary,
bulig,bulig,noun,a bunch or stem of bananas,,,https://en.wiktionary.org/wiki/bulig,wiktionary,
buling,buling,noun,"dirt, soot, stain",,,https://en.wiktionary.org/wiki/buling,wiktionary,
bulinga,bulinga,noun,the ovary; the lower part of a pistil or carpel that bears ovules and ripens into fruit,,,https://en.wiktionary.org/wiki/bulinga,wiktionary,
bulto,bulto,noun,bale,,,https://en.wiktionary.org/wiki/bulto,wiktionary,
buluadan,buluadan,noun,where animals are bred,,,https://en.wiktionary.org/wiki/buluadan,wiktionary,
buluhatan,buluhatan,noun,workshop,,,https://en.wiktionary.org/wiki/buluhatan,wiktionary,
buluhaton,buluhaton,noun,errand; task,,,https://en.wiktionary.org/wiki/buluhaton,wiktionary,
bulukutan,bulukutan,noun,"enclosure, pen",,,https://en.wiktionary.org/wiki/bulukutan,wiktionary,
bululngan,bululngan,noun,"clinic, hospital, medical center",,,https://en.wiktionary.org/wiki/bululngan,wiktionary,
bululngon,bululngon,noun,sick person,,,https://en.wiktionary.org/wiki/bululngon,wiktionary,
bulunakan,bulunakan,noun,"laundry, laundry room, wash",,,https://en.wiktionary.org/wiki/bulunakan,wiktionary,
bulung,bulung,noun,"drug, medicine",,,https://en.wiktionary.org/wiki/bulung,wiktionary,
bulungan,bulungan,noun,"spindle, spinning wheel",,,https://en.wiktionary.org/wiki/bulungan,wiktionary,
bulus,bulus,noun,the beginning of a flood in a flooded river,,,https://en.wiktionary.org/wiki/bulus,wiktionary,
bulutangan,bulutangan,noun,"holder, rack",,,https://en.wiktionary.org/wiki/bulutangan,wiktionary,
buluthoan,buluthoan,noun,"place of reunion, meetinghouse",,,https://en.wiktionary.org/wiki/buluthoan,wiktionary,
bumulutho,bumulutho,noun,"schoolboy, schoolgirl, student",,,https://en.wiktionary.org/wiki/bumulutho,wiktionary,
bun-ag,bun-ag,noun,birth,,,https://en.wiktionary.org/wiki/bun-ag,wiktionary,
bunang,bunang,noun,"thread, yarn",,,https://en.wiktionary.org/wiki/bunang,wiktionary,
